개방자치단체코드,관리번호,인허가일자,영업상태명,폐업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,건물소유구분명,건물지상층수,건물지하층수,남성종사자수,다중이용업소여부,데이터갱신시점,도로명주소,발한실여부,사용끝지상층,사용끝지하층,사용시작지상층,사용시작지하층,상세영업상태명,상세영업상태코드,여성종사자수,영업상태코드,욕실수,위생업태명,전화번호,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3290000,3290000-202-1987-01370,1987-09-26,영업/정상,,432.77,614-836,47194,성암,공동탕업,I,,3,1,,N,2026-04-29 22:37:54,부산광역시 부산진구 신천대로204번길 19-5 (부암동),N,0,0,2,0,영업,01,,01,0,공동탕업,0518095229,,,,386819.525116191    ,186510.730557123    ,부산광역시 부산진구 부암동 117-24 ,2021-07-08 16:04:58
3290000,3290000-202-1987-01373,1987-11-13,영업/정상,,310.72,614-860,47132,청호,공동탕업,I,,4,1,,N,2026-04-29 22:37:54,부산광역시 부산진구 연지로13번길 5 (연지동),N,,,2,0,영업,01,,01,0,공동탕업,0518089461,,,,386764.920070283    ,187691.934058212    ,부산광역시 부산진구 연지동 181-18 ,2017-05-17 10:12:32
3290000,3290000-202-1988-01010,1988-03-17,영업/정상,,167.63,614-814,47388,용정탕,공동탕업,I,,3,1,,N,2026-04-29 22:37:54,부산광역시 부산진구 엄광로 60 (개금동),N,0,0,2,0,영업,01,,01,0,공동탕업,0518948255,,,,384250.73193344     ,185068.767351349    ,부산광역시 부산진구 개금동 540-253 ,2021-07-12 14:36:39
3290000,3290000-202-1988-01013,1988-10-07,영업/정상,,280.99,614-831,47349,필우탕,공동탕업,I,,2,0,,N,2026-04-29 22:37:55,부산광역시 부산진구 신암로83번길 36 (범천동),N,0,0,2,0,영업,01,,01,0,공동탕업,0516449606,,,,386903.042065611    ,185127.294957082    ,부산광역시 부산진구 범천동 1239-61 ,2021-07-15 13:25:50
3290000,3290000-202-1988-01014,1988-10-17,영업/정상,,367.18,614-823,47142,동아탕,공동탕업,U,,3,0,,N,2026-04-29 03:03:03,부산광역시 부산진구 당감서로 120-3 (당감동),N,0,0,2,0,영업,01,,01,0,공동탕업,0518934742,,,,385203.319812335    ,187478.997145425    ,부산광역시 부산진구 당감동 768-6 ,2026-04-28 11:40:10
3290000,3290000-202-1990-00001,1990-01-08,영업/정상,,378.12,614-803,47342,영진탕,공동탕업,I,,4,0,,N,2026-04-29 22:37:55,부산광역시 부산진구 가야대로668번가길 5 (가야동),N,0,0,0,0,영업,01,,01,0,공동탕업,0518916064,,,,386281.379260096    ,185978.568672995    ,부산광역시 부산진구 가야동 5-31 ,2021-07-07 14:25:03
3290000,3290000-202-1990-00002,1990-01-11,영업/정상,,397.80,614-812,47393,수양탕,공동탕업,I,,3,0,,N,2026-04-29 22:37:56,부산광역시 부산진구 진사로67번길 9 (개금동),N,0,0,2,0,영업,01,,01,0,공동탕업,0518936494,,,,383726.163740693    ,184781.43216207     ,부산광역시 부산진구 개금동 633-69 ,2021-07-12 14:34:23
3290000,3290000-202-1990-00003,1990-01-23,영업/정상,,285.06,614-874,47117,청석탕,공동탕업,I,,3,0,,N,2026-04-29 22:37:56,부산광역시 부산진구 성지로74번길 78-1 (초읍동),N,0,0,2,0,영업,01,,01,0,공동탕업,0518079177,,,,387343.992099133    ,188614.005946708    ,부산광역시 부산진구 초읍동 529-12 ,2021-07-07 14:31:00
3290000,3290000-202-2021-00001,2021-03-16,영업/정상,,142.19,614-842,47248,약수탕,목욕장업 기타,I,임대,5,1,0,N,2026-05-12 22:26:35,"부산광역시 부산진구 새싹로 50-1, 지하1층 (부전동)",N,0,1,0,1,영업,01,0,01,0,목욕장업 기타,,,,,387262.574745766    ,186696.203179446    ,부산광역시 부산진구 부전동 393-27 ,2026-05-11 11:53:35
3290000,3290000-202-2023-00001,2023-02-20,영업/정상,,"2,941.76",614-855,47211,(주)국제식품 양정점 국제온천,공동탕업,I,자가,11,4,0,N,2026-04-29 22:38:18,"부산광역시 부산진구 거제대로 70, 6층 일부, 7층, 9층 (양정동)",Y,9,0,6,0,영업,01,0,01,2,공동탕업,,,,,388361.019913516    ,188140.258492077    ,부산광역시 부산진구 양정동 321-2 ,2025-09-01 16:40:34
3290000,3290000-202-2025-00001,2025-01-21,영업/정상,,174.25,614-847,47288,바덴바덴스파,목욕장업 기타,U,임대,3,1,0,N,2026-05-28 03:03:03,"부산광역시 부산진구 서면로 31, 3층 (부전동)",N,3,0,3,0,영업,01,0,01,4,목욕장업 기타,,,,,387418.523565167    ,185756.921895913    ,부산광역시 부산진구 부전동 521-22 ,2026-05-27 16:50:00
3290000,3290000-202-2003-00022,2003-01-15,영업/정상,,837.94,614-811,47169,옥천탕,공동탕업,U,,8,2,,N,2026-05-05 03:03:03,부산광역시 부산진구 개금본동로4번길 66 (개금동),Y,3,0,2,0,영업,01,,01,6,공동탕업,0518973333,,,,384510.802352823    ,186440.714011168    ,부산광역시 부산진구 개금동 34 ,2026-05-04 15:03:30
3290000,3290000-202-2003-00026,2003-08-22,영업/정상,,"1,126.24",614-865,47301,목화사우나,공동탕업+찜질시설서비스영업,I,,,,,N,2026-04-29 22:38:09,부산광역시 부산진구 전포대로246번길 35 (전포동),Y,,,,,영업,01,,01,10,공동탕업+찜질시설서비스영업,0518165509,,,,388317.241048765    ,186361.567202044    ,부산광역시 부산진구 전포동 198-12 ,2020-10-12 19:07:02
3290000,3290000-202-2003-00030,2003-11-20,영업/정상,,"1,508.87",614-826,47366,효성해수탕,공동탕업+찜질시설서비스영업,I,자가,7,1,,N,2026-04-29 22:38:11,부산광역시 부산진구 자유평화로3번길 14-16 (범천동),N,5,0,1,0,영업,01,,01,8,공동탕업+찜질시설서비스영업,0516450580,,,,387808.246109799    ,184470.370627994    ,부산광역시 부산진구 범천동 839-44 ,2025-07-09 11:07:20
3290000,3290000-202-2004-00005,2004-09-16,영업/정상,,"1,796.69",614-110,47321,개금워터캐슬사우나헬스,공동탕업+찜질시설서비스영업,I,자가,6,1,,N,2026-04-29 22:38:18,"부산광역시 부산진구 냉정로178번길 21, 캐슬사우나 (개금동)",N,5,0,1,0,영업,01,,01,10,공동탕업+찜질시설서비스영업,0518915881,,,,383985.743375145    ,185178.942754618    ,부산광역시 부산진구 개금동 858 캐슬사우나 ,2025-11-04 17:37:31
3290000,3290000-202-2005-00002,2005-02-07,영업/정상,,"1,014.00",614-806,47384,가야스파벨리24사우나 찜질 헬스,공동탕업+찜질시설서비스영업,I,,6,1,,N,2026-04-29 22:38:11,부산광역시 부산진구 가야공원로63번길 33-7 (가야동),Y,4,0,1,0,영업,01,,01,6,공동탕업+찜질시설서비스영업,0518913973,,,,384962.933744921    ,185193.268323203    ,부산광역시 부산진구 가야동 504 ,2021-07-07 14:24:10
3290000,3290000-202-2006-00001,2006-09-13,영업/정상,,"1,195.89",614-870,47241,주식회사 와이케이컨트롤,목욕장업 기타,I,자가,28,6,,N,2026-04-29 22:38:18,부산광역시 부산진구 중앙대로 786 (전포동),Y,3,0,3,0,영업,01,,01,6,목욕장업 기타,0518047870,,,,387908.119183991    ,186683.255444045    ,부산광역시 부산진구 전포동 876-4 ,2025-01-24 14:36:58
3290000,3290000-202-2006-00002,2006-10-31,영업/정상,,"6,261.31",614-876,47282,네오스파,공동탕업+찜질시설서비스영업,I,,27,3,,N,2026-04-29 22:38:14,부산광역시 부산진구 신천대로 122 (부전동),Y,4,,4,,영업,01,,01,15,공동탕업+찜질시설서비스영업,0518094560,,,,387101.414314415    ,185755.075318015    ,부산광역시 부산진구 부전동 450 ,2021-02-04 18:34:49
3290000,3290000-202-2011-00003,2011-12-19,영업/정상,,"1,011.40",614-858,47206,현대사우나헬스,공동탕업,I,,7,5,,N,2026-04-29 22:38:16,"부산광역시 부산진구 동평로 350, 양정현대프라자 지하2층 201호 (양정동)",N,0,0,0,2,영업,01,,01,4,공동탕업,0518635033,,,,387904.050765896    ,188095.525335521    ,부산광역시 부산진구 양정동 511-3 양정현대프라자 ,2024-01-02 11:48:42
3290000,3290000-202-2012-00001,2012-07-03,영업/정상,,"2,489.01",614-813,47268,신선 사우나 휘트니스,공동탕업+찜질시설서비스영업,I,,22,5,,N,2026-04-29 22:38:16,부산광역시 부산진구 개금온정로 5 (개금동),N,0,0,1,1,영업,01,,01,4,공동탕업+찜질시설서비스영업,0518985007,,,,384430.630690869    ,185721.876196787    ,"부산광역시 부산진구 개금동 197-5 성원상떼뷰 상가1층,지하1층일부 ",2021-07-07 14:22:35
3290000,3290000-202-2012-00002,2012-11-01,영업/정상,,687.41,614-863,47306,한웅레포츠서면점,공동탕업,I,임대,19,3,,N,2026-04-29 22:38:16,부산광역시 부산진구 전포대로 162 (전포동),N,0,0,3,0,영업,01,,01,8,공동탕업,0518038162,,,,388186.052102113    ,185507.832802069    ,부산광역시 부산진구 전포동 362-62 3층 301호 ,2021-07-08 16:06:20
3290000,3290000-202-2014-00001,2014-08-22,영업/정상,,647.40,614-853,47213,양정사우나,공동탕업,I,,4,0,,N,2026-04-29 22:38:16,부산광역시 부산진구 중앙대로909번길 25 (양정동),Y,3,,1,,영업,01,,01,6,공동탕업,0512440011,,,,388444.133183637    ,187873.588175205    ,부산광역시 부산진구 양정동 389-7 중앙대로 909동 25호,2018-01-19 09:56:19
3290000,3290000-202-2017-00001,2017-01-02,영업/정상,,"1,629.22",614-090,47148,백양산한가족사우나,공동탕업,I,,0,0,,N,2026-04-29 22:38:17,부산광역시 부산진구 백양산로53번길 24 (부암동),N,0,0,0,0,영업,01,,01,0,공동탕업,0518921400,,,,384844.536954984    ,187878.714791047    ,부산광역시 부산진구 부암동 729 ,2018-11-08 13:46:32
3300000,3300000-202-1984-01446,1984-09-08,폐업,2012-02-10,165.50,607-834,,동근탕,공동탕업,I,,3,,,N,2026-05-07 22:36:47,,N,2,,1,,폐업,02,,03,,공동탕업,0515554483,,,,389145.843799646    ,192669.570892266    ,부산광역시 동래구 온천동 443-15 ,2003-03-03 00:00:00
3300000,3300000-202-1992-01425,1992-12-02,폐업,1992-12-02,247.70,607-804,47814,삼성탕,공동탕업,I,,0,0,,N,2026-05-07 22:36:48,부산광역시 동래구 명륜로 106 (명륜동),N,,,0,0,폐업,02,,03,0,공동탕업,,,,,389655.360752282    ,191344.913457427    ,부산광역시 동래구 명륜동 424 ,2016-02-05 11:21:44
3300000,3300000-202-1992-01449,1992-08-21,폐업,2021-08-03,"2,194.19",607-831,47709,천일탕,공동탕업,I,,8,1,,N,2026-05-07 22:36:47,부산광역시 동래구 금강공원로26번길 42 (온천동),N,2,0,1,0,폐업,02,,03,0,공동탕업,0515538191,,,,389432.939844635    ,193325.67219471     ,부산광역시 동래구 온천동 142 ,2021-08-03 10:51:08
3300000,3300000-202-1992-01483,1992-12-24,폐업,2012-11-01,299.37,607-818,47836,금문탕,공동탕업,I,,,,,N,2026-05-07 22:36:48,부산광역시 동래구 중앙대로1267번길 127 (사직동),N,,,,,폐업,02,,03,,공동탕업,0515023862,,,,388547.418721167    ,190760.97341635     ,부산광역시 동래구 사직동 152-1 ,2010-01-15 16:19:11
3300000,3300000-202-1992-01487,1992-12-02,폐업,1995-03-09,489.61,607-831,,청운탕,공동탕업,I,,0,0,,N,2026-05-07 22:36:46,,N,,,0,0,폐업,02,,03,0,공동탕업,,,,,389444.929046381    ,193320.626198248    ,부산광역시 동래구 온천동 142-13 ,2002-04-22 00:00:00
3300000,3300000-202-1992-01492,1992-06-17,폐업,1993-07-26,244.28,607-815,,현대탕,공동탕업,I,,0,0,,N,2026-05-07 22:36:47,,N,,,0,0,폐업,02,,03,0,공동탕업,,,,,387545.032910548    ,190725.73419277     ,부산광역시 동래구 사직동 46-4 ,2002-04-22 00:00:00
3300000,3300000-202-1992-01494,1992-12-02,폐업,2004-07-12,247.70,607-804,,삼성탕,공동탕업,I,,3,,,N,2026-05-07 22:36:46,,N,2,,1,,폐업,02,,03,,공동탕업,0515559285,,,,,,부산광역시 동래구 명륜동 538-28 ,2003-03-03 00:00:00
3300000,3300000-202-1992-01495,1992-01-22,폐업,2007-12-05,486.30,607-815,,초원탕,공동탕업,I,,4,,,N,2026-05-07 22:36:46,,N,3,,2,,폐업,02,,03,,공동탕업,0515040388,,,,387295.704893931    ,190755.740254581    ,부산광역시 동래구 사직동 43-1 ,2003-12-08 00:00:00
3300000,3300000-202-1993-01449,1993-09-08,폐업,2014-03-10,427.80,607-841,47851,황실대중탕,공동탕업,I,,10,1,,N,2026-05-07 22:36:47,부산광역시 동래구 아시아드대로 239-1 (온천동),N,,,,,폐업,02,,03,,공동탕업,0515024163,,,,388189.034202454    ,191546.670279537    ,부산광역시 동래구 온천동 1248-4 ,2013-10-01 11:59:11
3300000,3300000-202-1993-01450,1993-12-23,폐업,2011-03-15,346.35,607-828,,청암사우나,공동탕업,I,,5,1,,N,2026-05-07 22:36:46,,N,4,,3,,폐업,02,,03,,공동탕업,0515234767,,,,391563.049460836    ,190705.072682538    ,부산광역시 동래구 안락동 590-10 ,2005-11-29 00:00:00
3300000,3300000-202-1994-01447,1994-03-21,폐업,1998-12-31,93.73,607-832,,문화 온천 관관호텔 터키탕,목욕장업 기타,I,,0,0,,N,2026-05-07 22:36:47,,N,,,0,0,폐업,02,,03,0,목욕장업 기타,,,,,,,부산광역시 동래구 온천동 135-4 ,2002-04-02 00:00:00
3300000,3300000-202-1994-01464,1994-02-19,폐업,2018-09-21,633.54,607-843,47825,경남헬스사우나,공동탕업,I,,6,1,,N,2026-05-07 22:36:48,부산광역시 동래구 여고북로 183 (온천동),N,3,0,2,0,폐업,02,,03,0,공동탕업,0515050559,,,,388861.674988076    ,191231.175545133    ,부산광역시 동래구 온천동 1459-21 ,2018-09-21 16:58:36
3300000,3300000-202-1994-01493,1994-05-06,폐업,2007-04-03,510.45,607-839,,미남탕,공동탕업,I,,4,,,N,2026-05-07 22:36:47,,N,2,,1,,폐업,02,,03,,공동탕업,0515032812,,,,388179.186455773    ,191782.358995512    ,부산광역시 동래구 온천동 1317-2 ,2003-12-08 00:00:00
3300000,3300000-202-1994-01494,1994-03-24,폐업,2013-04-01,335.64,607-816,,산수탕,공동탕업,I,,3,,,N,2026-05-07 22:36:46,"부산광역시 동래구 아시아드대로146번길 55 (사직동,249-1)",N,3,,2,,폐업,02,,03,,공동탕업,0515052999,,,,,,부산광역시 동래구 사직동 248-1 249-1 ,2010-01-15 16:21:24
3300000,3300000-202-1995-01419,1995-07-13,폐업,2003-01-22,251.80,607-804,47808,문화탕,공동탕업,I,,0,0,,N,2026-05-07 22:36:47,부산광역시 동래구 명륜로112번가길 6 (명륜동),N,,,0,0,폐업,02,,03,0,공동탕업,,,,,389682.36014489     ,191401.075054035    ,부산광역시 동래구 명륜동 396 ,2016-02-05 11:09:55
3300000,3300000-202-1996-01424,1996-05-03,폐업,2003-01-22,379.80,607-804,47808,현대탕,공동탕업,I,,0,0,,N,2026-05-07 22:36:48,부산광역시 동래구 명륜로112번가길 52 (명륜동),N,,,0,0,폐업,02,,03,0,공동탕업,,,,,389629.471791944    ,191591.989021716    ,부산광역시 동래구 명륜동 355 ,2016-02-05 11:11:56
3300000,3300000-202-1996-01432,1996-06-05,폐업,2018-01-02,252.27,607-803,47741,동명탕,공동탕업,I,,4,1,,N,2026-05-07 22:36:48,부산광역시 동래구 명륜로207번길 42 (명륜동),N,3,,2,,폐업,02,,03,,공동탕업,0515545772,,,,389392.064348992    ,192349.244341777    ,부산광역시 동래구 명륜동 700-148 ,2018-01-02 10:43:07
3300000,3300000-202-1996-01462,1996-06-18,폐업,1998-08-01,470.81,607-842,,부산 그랜드 관광호텔사우나,한증막업,I,,0,0,,N,2026-05-07 22:36:47,,N,,,0,0,폐업,02,,03,0,한증막업,,,,,388235.811952247    ,191334.57936696     ,부산광역시 동래구 온천동 1413-6 ,2002-04-02 00:00:00
3300000,3300000-202-1984-01510,1984-12-22,폐업,2021-12-02,246.71,607-842,,반도제일탕,공동탕업,I,,4,1,,N,2026-05-07 22:36:48,부산광역시 동래구 여고북로73번길 57 (온천동),N,2,0,1,0,폐업,02,,03,0,공동탕업,0515050559,,,,388316.012836888    ,191282.784831746    ,부산광역시 동래구 온천동 1414-9 ,2021-12-02 16:39:20
3300000,3300000-202-1984-01512,1984-02-15,폐업,2024-10-29,225.64,607-830,47895,대우탕,공동탕업,I,,3,1,,N,2026-05-07 22:36:47,부산광역시 동래구 충렬대로410번길 61 (안락동),N,2,0,2,0,폐업,02,,03,0,공동탕업,0515258775,,,,391385.163486418    ,190337.334723405    ,부산광역시 동래구 안락동 629-19 ,2024-10-29 14:37:07
3300000,3300000-202-1985-00002,1985-02-19,폐업,2007-12-12,158.26,607-804,,한양탕,공동탕업,I,,3,,,N,2026-05-07 22:36:48,,N,2,,,,폐업,02,,03,,공동탕업,0515570818,,,,,,부산광역시 동래구 명륜동 181-3 ,2004-04-30 00:00:00
3300000,3300000-202-1986-00001,1986-04-17,폐업,2004-06-15,453.88,607-833,,대성탕,공동탕업,I,,5,,,N,2026-05-07 22:36:47,,N,,,,,폐업,02,,03,,공동탕업,0515544795,,,,389415.20340442     ,193131.590860807    ,부산광역시 동래구 온천동 215-1 ,2003-03-03 00:00:00
3300000,3300000-202-1986-00002,1986-12-17,폐업,2003-08-05,307.44,607-832,,금천탕,공동탕업,I,,4,,,N,2026-05-07 22:36:47,,N,1,,1,,폐업,02,,03,,공동탕업,0515553285,,,,389387.093665536    ,193299.607734976    ,부산광역시 동래구 온천동 95-38 ,2003-03-03 00:00:00
3300000,3300000-202-1986-00003,1986-11-24,폐업,2006-03-21,367.29,607-827,,안수탕,공동탕업,I,,3,,,N,2026-05-07 22:36:47,,N,2,1,1,,폐업,02,,03,,공동탕업,0515250812,,,,391139.653532802    ,191171.697526098    ,부산광역시 동래구 안락동 426-47 ,2006-01-18 00:00:00
3300000,3300000-202-1987-01504,1987-09-18,폐업,2011-06-27,300.40,607-830,,한일탕,공동탕업,I,,,,,N,2026-05-07 22:36:48,,N,,,,,폐업,02,,03,,공동탕업,0515292266,,,,391813.719885298    ,190916.479893662    ,부산광역시 동래구 안락동 454-28 ,2003-03-03 00:00:00
3300000,3300000-202-1987-01510,1987-02-05,폐업,2020-10-28,375.16,607-810,47769,충열탕,공동탕업,I,,3,0,,N,2026-05-07 22:36:48,부산광역시 동래구 명장로 113 (명장동),N,2,0,1,0,폐업,02,,03,0,공동탕업,0515283394,,,,392233.351403449    ,191179.581159896    ,부산광역시 동래구 명장동 153-10 ,2020-10-28 14:50:03
3300000,3300000-202-1987-01516,1987-06-27,폐업,2021-09-28,346.54,607-813,47830,금호탕,공동탕업,I,,4,1,,N,2026-05-07 22:36:46,부산광역시 동래구 여고로113번길 67 (사직동),N,2,0,1,0,폐업,02,,03,0,공동탕업,0515015723,,,,388803.197657683    ,191093.16477747     ,부산광역시 동래구 사직동 140-13 ,2021-09-28 11:34:01
3300000,3300000-202-1987-01517,1987-10-17,폐업,2016-09-28,284.68,607-809,,평화탕,공동탕업,I,,3,,,N,2026-05-07 22:36:47,부산광역시 동래구 명장로51번길 8 (명장동),N,2,,1,,폐업,02,,03,,공동탕업,0515233342,,,,,,부산광역시 동래구 명장동 146-10 ,2014-07-03 14:44:21
3300000,3300000-202-1988-01512,1988-09-14,폐업,2015-03-12,283.40,607-808,47779,해동탕,공동탕업,I,,3,,,N,2026-05-07 22:36:48,부산광역시 동래구 명안로 51-1 (명장동),N,2,,1,,폐업,02,,03,,공동탕업,0515232534,,,,391565.40631626     ,191148.793244764    ,부산광역시 동래구 명장동 102-2 ,2015-03-11 16:06:55
3300000,3300000-202-1988-01514,1988-03-21,폐업,2013-12-02,354.60,607-814,,무지개탕,공동탕업,I,,4,,,N,2026-05-07 22:36:46,부산광역시 동래구 사직북로34번길 44 (사직동),N,1,,1,,폐업,02,,03,,공동탕업,0515048948,,,,387717.906403753    ,190914.473712931    ,부산광역시 동래구 사직동 49-2 ,2003-03-03 00:00:00
3300000,3300000-202-1989-01486,1989-09-07,폐업,2011-03-10,261.86,607-829,47889,대양탕,공동탕업,I,,3,,,N,2026-05-07 22:36:48,부산광역시 동래구 안연로110번길 32 (안락동),N,2,,1,,폐업,02,,03,,공동탕업,0515227953,,,,391153.007214689    ,190597.943403189    ,부산광역시 동래구 안락동 435-2 ,2014-10-20 11:01:36
3300000,3300000-202-1989-01488,1989-01-12,폐업,2021-08-19,351.46,607-819,47855,용천탕,공동탕업,I,임대,3,,,N,2026-05-07 22:36:46,부산광역시 동래구 사직북로50번길 45 (사직동),N,2,,1,,폐업,02,,03,,공동탕업,0515015410,,,,387479.658385094    ,191078.803065495    ,부산광역시 동래구 사직동 산 22-6 ,2021-08-19 15:47:08
3300000,3300000-202-1990-01509,1990-10-26,폐업,2003-01-22,470.81,607-842,,부산그랜드관광호텔사우나,공동탕업,I,,0,0,,N,2026-05-07 22:36:46,,N,,,0,0,폐업,02,,03,0,공동탕업,,,,,388235.811952247    ,191334.57936696     ,부산광역시 동래구 온천동 1413-6 ,2003-01-24 00:00:00
3300000,3300000-202-1990-01510,1990-03-24,폐업,2006-07-11,362.62,607-803,,호수탕,공동탕업,I,,5,,,N,2026-05-07 22:36:48,,N,3,,2,,폐업,02,,03,,공동탕업,0515584563,,,,,,부산광역시 동래구 명륜동 174-49 ,2016-02-25 14:32:10
3300000,3300000-202-1990-01511,1990-10-26,폐업,2005-12-30,394.45,607-827,,화목탕,공동탕업,I,,5,,,N,2026-05-07 22:36:46,,N,1,,1,,폐업,02,,03,,공동탕업,0515255224,,,,390974.925262127    ,191324.382959917    ,부산광역시 동래구 안락동 945-9 안락상가 124호 ,2004-09-24 00:00:00
3300000,3300000-202-1990-01512,1990-04-17,폐업,2008-05-06,287.76,607-825,,청학해수탕,공동탕업,I,,4,,,N,2026-05-07 22:36:46,,N,3,,2,,폐업,02,,03,,공동탕업,0515223471,,,,392261.84135767     ,190011.961466903    ,부산광역시 동래구 안락동 171-4 ,2006-07-21 00:00:00
3300000,3300000-202-1991-01431,1991-01-25,폐업,2008-04-22,259.14,607-802,,청일탕,공동탕업,I,,3,,,N,2026-05-07 22:36:48,,N,2,,1,,폐업,02,,03,,공동탕업,0515539360,,,,,,부산광역시 동래구 명륜동 100-259 ,2005-07-18 00:00:00
3300000,3300000-202-1991-01451,1991-05-20,폐업,2016-02-12,302.03,607-838,,자연탕,공동탕업,I,,4,1,,N,2026-05-07 22:36:47,부산광역시 동래구 금정마을로155번길 4-4 (온천동),N,2,0,1,0,폐업,02,,03,0,공동탕업,0515571626,,,,388411.906519914    ,192313.892012581    ,부산광역시 동래구 온천동 863-5 ,2016-02-11 13:34:59
3300000,3300000-202-1984-01502,1984-08-18,폐업,2008-04-30,391.60,607-830,,억수탕,공동탕업,I,,2,,,N,2026-05-07 22:36:46,,N,2,,1,,폐업,02,,03,,공동탕업,0515220476,,,,391601.27343235     ,190501.097661357    ,부산광역시 동래구 안락동 603-75 ,2005-07-18 00:00:00
3300000,3300000-202-1984-01503,1984-09-08,폐업,1998-12-31,93.73,607-832,,문화관광호텔증기탕,공동탕업,I,,0,0,,N,2026-05-07 22:36:46,,N,,,0,0,폐업,02,,03,0,공동탕업,,,,,,,부산광역시 동래구 온천동 135-4 ,2002-10-07 00:00:00
3300000,3300000-202-1984-01504,1984-09-08,폐업,1998-12-31,93.73,607-832,,문화온천관광호텔즌기탕,공동탕업,I,,0,0,,N,2026-05-07 22:36:47,,N,,,0,0,폐업,02,,03,0,공동탕업,,,,,,,부산광역시 동래구 온천동 135-4 ,2002-04-23 00:00:00
3300000,3300000-202-1984-01505,1984-07-06,폐업,2011-02-24,332.96,607-842,,복천탕,공동탕업,I,,4,,,N,2026-05-07 22:36:47,,N,2,,1,,폐업,02,,03,,공동탕업,0515020952,,,,,,부산광역시 동래구 온천동 1446-83 ,2003-12-08 00:00:00
3300000,3300000-202-1984-01506,1984-09-04,폐업,2022-03-16,334.38,607-800,47880,한청탕,공동탕업,I,,4,1,,N,2026-05-07 22:36:48,부산광역시 동래구 충렬대로 294 (낙민동),N,2,0,1,0,폐업,02,,03,0,공동탕업,0515544019,,,,390367.901687293    ,190957.211430163    ,부산광역시 동래구 낙민동 198-9 ,2022-03-16 16:54:19
3300000,3300000-202-1984-01507,1984-01-18,폐업,2005-01-21,184.50,607-823,,수양탕,공동탕업,I,,,,,N,2026-05-07 22:36:48,,N,,,,,폐업,02,,03,,공동탕업,0515538061,,,,389948.139434299    ,190658.061698962    ,부산광역시 동래구 수안동 36-39 ,2003-03-03 00:00:00
3300000,3300000-202-1975-01496,1975-08-23,폐업,2013-03-04,409.44,607-821,,청수탕,공동탕업,I,,,,,N,2026-05-07 22:36:46,부산광역시 동래구 아시아드대로134번길 41 (사직동),N,2,,,,폐업,02,,03,,공동탕업,0515026982,,,,,,부산광역시 동래구 사직동 118-9 ,2003-03-25 00:00:00
3300000,3300000-202-1976-01444,1976-12-02,폐업,2021-01-12,89.40,607-831,,온천한증막,한증막업,I,,1,0,,N,2026-05-07 22:36:47,부산광역시 동래구 금강로151번길 50 (온천동),N,1,0,1,0,폐업,02,,03,0,한증막업,0515524424,,,,389208.722635391    ,193560.311963733    ,부산광역시 동래구 온천동 73-1 ,2021-01-12 11:27:51
3300000,3300000-202-1976-01445,1976-04-24,폐업,2005-05-23,148.79,607-817,,용운탕,공동탕업,I,,2,,,N,2026-05-07 22:36:47,,N,1,,1,,폐업,02,,03,,공동탕업,0515026417,,,,387660.16838829     ,190690.597799361    ,부산광역시 동래구 사직동 77-40 ,2003-03-25 00:00:00
3300000,3300000-202-1977-01474,1977-11-09,폐업,2003-11-11,171.77,607-815,,사직탕,공동탕업,I,,,,,N,2026-05-07 22:36:47,,N,,,,,폐업,02,,03,,공동탕업,0515013814,,,,,,부산광역시 동래구 사직동 81-15 ,2003-07-16 00:00:00
3300000,3300000-202-1977-01498,1977-01-28,폐업,2011-10-05,170.86,607-826,,장수탕,공동탕업,I,,,,,N,2026-05-07 22:36:48,,N,,,,,폐업,02,,03,,공동탕업,0515283649,,,,391918.487465823    ,190671.491947591    ,부산광역시 동래구 안락동 459-5 ,2007-02-26 00:00:00
3300000,3300000-202-1978-00001,1978-04-27,폐업,2011-05-06,168.39,607-818,,개운탕,공동탕업,I,,,,,N,2026-05-07 22:36:46,,N,2,,,,폐업,02,,03,,공동탕업,0515066320,,,,388804.206218906    ,190778.652903902    ,부산광역시 동래구 사직동 156-97 ,2006-01-31 00:00:00
3300000,3300000-202-1979-01501,1979-10-11,폐업,2003-01-22,179.01,607-825,,성일탕,공동탕업,I,,0,0,,N,2026-05-07 22:36:48,,N,,,0,0,폐업,02,,03,0,공동탕업,0515225603,,,,391823.623896428    ,190068.234620413    ,부산광역시 동래구 안락동 152-11 ,2003-01-24 00:00:00
3300000,3300000-202-1979-01514,1979-02-20,폐업,2020-02-19,174.36,607-120,47853,흥아탕,공동탕업,I,,2,1,,N,2026-05-07 22:36:47,부산광역시 동래구 아시아드대로181번가길 21 (사직동),N,1,0,1,0,폐업,02,,03,0,공동탕업,0515025165,,,,387768.914306446    ,191208.182354962    ,부산광역시 동래구 사직동 20-6 ,2020-02-19 13:19:25
3300000,3300000-202-1979-01515,1979-01-22,폐업,2006-06-27,271.89,607-830,,천지대중탕,공동탕업,I,임대,,,,N,2026-05-07 22:36:46,,N,,,,,폐업,02,,03,,공동탕업,0515237030,,,,391632.784416564    ,190918.550124409    ,부산광역시 동래구 안락동 448-2 ,2004-09-03 00:00:00
